product_id,description,unit_price,unit_original_price,unit_min_price,details,logo_url,mercado,uf,city,neighborhood,merchant_id
e6ade2c1-5d32-41fc-a07b-d395fecb8c76,Creme de Leite Camponesa 17% 200g,3.98,,3.98,Unidade 200g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180005_kd77oeyw6vq.jpg,Assaí - Feira de Santana,BA,Feira de Santana,Parque José Martins Campelo,5cba5a63-3d4a-43b2-980c-3c222cca54be
1506727f-8ff6-42d9-93ab-f91bc78a10fb,Leite Condensado Semidesnatado Betânia 395g,6.29,,6.29,Embalagem 395g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180241_zvsb3oyih1c.jpg,Assaí - Feira de Santana,BA,Feira de Santana,Parque José Martins Campelo,5cba5a63-3d4a-43b2-980c-3c222cca54be
7522c593-0b0e-47cd-bd5b-ef809cecd29d,Creme de Leite Betânia 200g,4.19,,4.19,Embalagem 200g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180058_z5cpposrkl.jpg,Barateiro - Boa Viagem,PE,Jaboatão dos Guararapes,Zumbi do Pacheco,fe1f83d7-f87c-4a29-9863-ac2da13befb8
8076a4f3-0fbf-42e3-a633-7cf924e2adb3,Creme de Leite Camponesa 17% 200g,4.09,,4.09,Unidade 200g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180005_kd77oeyw6vq.jpg,Barateiro - Boa Viagem,PE,Jaboatão dos Guararapes,Zumbi do Pacheco,fe1f83d7-f87c-4a29-9863-ac2da13befb8
c1ae9196-4125-4594-bfcd-d3f1e10bd1be,Leite Condensado Camponesa 395g,7.39,,7.39,Unidade 395g,820af392-002c-47b1-bfae-d7ef31743c7f/202411281332_ajt1nqe42tu.png,Barateiro - Boa Viagem,PE,Jaboatão dos Guararapes,Zumbi do Pacheco,fe1f83d7-f87c-4a29-9863-ac2da13befb8
3c4c290a-87ce-457c-bf99-b2db531b6b82,Leite Condensado Semidesnatado Betânia 395g,7.69,,7.69,Embalagem 395g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180241_zvsb3oyih1c.jpg,Barateiro - Boa Viagem,PE,Jaboatão dos Guararapes,Zumbi do Pacheco,fe1f83d7-f87c-4a29-9863-ac2da13befb8
7a2364ad-7c7b-4522-ad88-d76c5299c829,Bebida Láctea Bi Camada de Ameixa Betânia 150g,4.09,,4.09,Embalagem 150g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180539_e3yx0swc71.jpg,Pão de Açúcar - Dom Severino,PI,Teresina,Verde Lar,62c922d2-4bb2-4dac-87ab-deb680d6e357
8f6dc164-5357-45ca-a0b2-b670dce7f9ba,Bebida Láctea de Morango Betânia 540g,7.89,,7.89,Bandeja 540g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180101_2p9wtsjo284.jpg,Pão de Açúcar - Dom Severino,PI,Teresina,Verde Lar,62c922d2-4bb2-4dac-87ab-deb680d6e357
8bd0c1b3-c845-4279-b3f0-fb4528b44c2f,Bebida Láctea de Morango e Ameixa Betânia 540g,7.89,,7.89,Bandeja 540g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180618_ctqdtwczy4e.jpg,Pão de Açúcar - Dom Severino,PI,Teresina,Verde Lar,62c922d2-4bb2-4dac-87ab-deb680d6e357
2bc3d81e-c88a-4732-88f0-bcb59ebef3b7,Coalhada Desnatada Betânia 140g,3.59,,3.59,Embalagem 140g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180546_s3cc5pn0el.jpg,Pão de Açúcar - Dom Severino,PI,Teresina,Verde Lar,62c922d2-4bb2-4dac-87ab-deb680d6e357
e2d550cb-4458-4641-bc85-a889209f24fa,Coalhada Integral Adoçada Betânia 140g,3.59,,3.59,Embalagem 140g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180546_rpsyaz3tyc.jpg,Pão de Açúcar - Dom Severino,PI,Teresina,Verde Lar,62c922d2-4bb2-4dac-87ab-deb680d6e357
5824b744-7290-4361-9989-c215859e56cd,Iogurte Betânia Coco 540g,7.89,,7.89,Bandeja 540g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180101_v6hshgzmg3d.jpg,Pão de Açúcar - Dom Severino,PI,Teresina,Verde Lar,62c922d2-4bb2-4dac-87ab-deb680d6e357
92af488e-89ab-4233-99b2-0067665d7682,Iogurte Betânia Desnatado Morango 170g,3.89,,3.89,Garrafa 170g,820af392-002c-47b1-bfae-d7ef31743c7f/202210192224_vi8qde8324l.jpg,Pão de Açúcar - Dom Severino,PI,Teresina,Verde Lar,62c922d2-4bb2-4dac-87ab-deb680d6e357
047b80be-8fd4-4978-98df-e8cb1242ed29,Iogurte Betânia Morango Bandejão 720g Leve 8 Pague 7,9.19,,9.19,Bandeja 720g,820af392-002c-47b1-bfae-d7ef31743c7f/202210190030_atr4d4rotie.jpg,Pão de Açúcar - Dom Severino,PI,Teresina,Verde Lar,62c922d2-4bb2-4dac-87ab-deb680d6e357
e92409ce-6530-4309-bcfd-bb4aca788a8e,Iogurte Bicamada de Morango Betânia 150g,4.09,,4.09,Embalagem 150g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180105_h2zjnd6w29h.jpg,Pão de Açúcar - Dom Severino,PI,Teresina,Verde Lar,62c922d2-4bb2-4dac-87ab-deb680d6e357
7317d9b3-0fe3-4545-bede-8f6295f43ed3,Iogurte Desnatado de Mel Betânia 900g,13.29,,13.29,Embalagem 900g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180622_kvqo4lwn1wb.jpg,Pão de Açúcar - Dom Severino,PI,Teresina,Verde Lar,62c922d2-4bb2-4dac-87ab-deb680d6e357
9060e77e-b766-42aa-a541-9a0245c6f648,Iogurte Integral Kids Merendinha de Morango Betânia 100g,3.59,,3.59,Embalagem 100g,820af392-002c-47b1-bfae-d7ef31743c7f/202210311357_0k4ngx89kt0w.jpg,Pão de Açúcar - Dom Severino,PI,Teresina,Verde Lar,62c922d2-4bb2-4dac-87ab-deb680d6e357
3460bc13-7a03-4f85-afd2-8d2555786193,Iogurte Integral Sabor Uva Betânia Kids Merendinha 100g,3.59,,3.59,,,Pão de Açúcar - Dom Severino,PI,Teresina,Verde Lar,62c922d2-4bb2-4dac-87ab-deb680d6e357
e7a263f5-a5f9-4d8b-b981-a73d9156fb07,Iogurte Natural Desnatado Betânia 170g,3.79,,3.79,Embalagem 170g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180112_p2clzogcmqc.jpg,Pão de Açúcar - Dom Severino,PI,Teresina,Verde Lar,62c922d2-4bb2-4dac-87ab-deb680d6e357
